 0.176321,-0.676771,-0.00231654,-0.00803517,0.00604443,-0.00452474,-0.00727998,-0.00135339,0.00684468,0.00427416
limited -0.115605,0.0354634,0.00663499,-0.0264702,-0.0229072,0.000403543,-0.00266859,0.0491233,0.0516909,-0.0240385
raining 1.39307,0.262093,0.21926,0.154453,0.082303,-0.0749797,0.0957305,-0.0622139,0.0456138,0.131831
hats -0.127759,-0.0473001,0.0290423,0.000434715,0.0192704,-0.00054113,0.02007,-0.00572832,0.0152431,0.00244785
personally -0.13437,0.0276176,-0.0241021,0.0111722,0.0224802,-0.0303278,-0.0183554,0.0175936,0.00105549,0.0247689
sleep -0.142048,-0.0827377,0.00209551,-0.00369685,0.000730495,-0.00597697,-0.0025564,0.000598071,0.00150965,-0.00228436
hanging -0.130492,0.0106373,-0.0298995,-0.0541993,0.0447476,0.0146786,0.011656,-0.010701,-0.0224967,-0.00930131
francesca -0.143014,0.0987598,0.000921596,-0.00131826,-0.00258298,0.00509942,0.0162288,0.00868668,0.00325988,0.00561657
hate -0.143282,-0.0703233,-0.00799986,-0.00131693,-0.000462644,-0.00244562,-0.00165906,0.00242409,-0.00271111,1.9032e-05
trolley -0.0793614,-0.0548706,0.062462,-0.025836,0.0272217,0.0537955,0.0201974,0.0402118,0.0248183,0.0510035
looking -0.134912,-0.118346,-0.00371662,-0.0106893,0.000345007,-0.00147527,0.00547241,0.00118746,-0.00247291,0.0112455
gmic -0.134917,-0.0434422,-0.0130137,-0.00277668,-0.0214129,0.0101072,0.00532754,0.00354122,-0.0133035,-0.0113519
buddy -0.143151,-0.022011,0.0106243,-0.0100689,0.00373667,-0.00148335,0.00536978,-0.0118402,0.00927345,-0.00784504
snowing -0.0317467,0.15658,-0.0104613,0.0209824,-0.0221833,0.00314869,0.019405,0.0860188,-0.00266861,0.0894099
tweet -0.147646,-0.0119023,0.00502306,-0.000975213,0.00423929,0.0114435,-0.00108335,-0.00125245,-0.00891225,0.00159068
ttyl -0.109523,0.0801102,0.0287733,0.0201685,-0.00665279,0.0532109,-0.00359973,-0.0100103,0.0340349,0.0243474
bike -0.144656,0.0163959,-0.00881031,-0.00288555,0.00183398,-0.0212508,0.0165216,-0.00491544,-0.00378031,0.00142888
under -0.133489,0.0122898,0.00759616,0.0273912,-0.00678802,0.0153656,-0.0050831,-0.0316757,0.0129295,-0.00808024
sorry -0.149906,-0.00107728,-0.000395651,0.00290921,0.00119511,-0.00527079,-0.00512624,0.00315838,0.00521486,0.000173151
pride -0.143494,0.00209982,0.00370692,0.0105048,-0.00698252,0.0118177,-0.0123883,0.00217874,-0.00179822,-0.00414823
whack -0.120158,-0.177295,-0.00122825,0.00337666,-0.0189488,-0.000279915,-0.00236111,0.00633596,0.0141343,-0.0055486
updated -0.149922,0.0253646,0.00712341,-0.0051363,-0.00809722,0.00876816,-0.000338432,-0.00273955,-0.00166577,0.00352666
callin -0.143071,-0.0332126,0.0197874,0.00756542,-0.00266619,-0.00104241,-0.00433544,0.0108306,0.0133887,0.00497001
regional -0.144805,-0.0376451,-0.0139267,-0.0101805,0.00533242,-0.00702984,-0.0066676,-0.0058243,0.00131993,0.00354174
suggesting -0.104446,-0.056104,0.0347711,-0.0282339,0.0459412,0.0106621,0.02841,-0.0288266,-0.00754014,-0.0276144
